food,calories,protein,fat,carbs,fiber,sugar
pempek,210,10.0,8.5,30.1,0.9,3.1
martabak_manis,362,8.1,18.6,46.6,1.6,27.8
kopi,2,0.3,0.0,0.0,0.0,0.0
klepon,147,2.0,4.3,25.5,1.5,14.0
brokoli,53,3.8,0.6,10.3,4.1,1.7
bakso,208,16.9,10.5,7.6,0.5,2.1
kroket,213,7.6,11.0,17.3,1.8,1.4
burger,273,15.6,15.2,23.8,1.5,4.0
nugget,276,12.0,19.1,21.7,1.1,1.5
susu,108,8.8,2.2,12.8,0.0,12.8
donat,478,5.0,26.3,46.7,1.3,26.3
susu_kedelai,50,3.0,1.9,5.8,0.6,4.3
sandwich,286,15.7,11.9,37.3,2.9,5.4
coklat,540,5.3,28.1,59.9,6.9,43.7
kentang_goreng,320,3.4,15.5,42.6,4.0,0.3
daging_sapi,239,27.7,15.9,0.0,0.0,0.0
capcay,90,4.3,3.3,11.3,2.9,4.5
air_kelapa,18,0.7,0.2,3.8,1.1,2.8
hotdog,263,10.3,19.5,20.5,1.0,3.8
risoles,224,8.7,12.1,22.4,1.4,2.2
sayur_asem,70,2.5,1.6,11.9,2.7,4.4
keju,427,27.4,32.2,1.3,0.0,0.5
bayam,25,3.1,0.4,3.6,2.3,0.4
batagor,202,10.4,9.8,19.2,1.2,2.1
anggur,74,0.7,0.2,19.7,0.8,14.0
martabak_manis,394,8.3,18.1,46.3,1.4,26.9
brokoli,60,4.0,0.7,10.9,4.0,1.7
kue_kering,506,6.1,22.6,58.7,1.9,25.8
bayam,22,2.7,0.4,3.9,2.0,0.4
kepiting,103,21.3,1.3,0.0,0.0,0.0
ayam_panggang,164,33.7,3.5,0.0,0.0,0.0
gado-gado,169,8.3,12.2,16.3,4.2,5.5
roti_gandum,248,13.9,3.3,42.8,7.6,4.0
ikan_salmon,189,23.8,12.7,0.0,0.0,0.0
minyak_goreng,931,0.0,90.0,0.0,0.0,0.0
gado-gado,200,7.5,11.0,15.5,3.8,5.5
kepiting,96,19.5,1.3,0.0,0.0,0.0
ubi_jalar,92,1.5,0.1,21.9,2.9,4.4
kacang_merah,335,23.8,1.1,56.5,15.3,1.9
ikan_tuna,154,23.0,5.2,0.0,0.0,0.0
ikan_bakar,160,27.5,6.6,0.0,0.0,0.0
bayam,24,2.7,0.4,3.6,2.2,0.4
pecel_lele,314,17.5,16.5,11.9,2.0,1.6
risoles,250,7.4,12.9,23.6,1.5,2.0
kentang,76,2.0,0.1,16.4,2.2,0.9
ayam_panggang,167,31.5,3.3,0.0,0.0,0.0
perkedel,182,5.0,9.4,15.5,1.8,1.0
cumi-cumi,84,14.4,1.5,2.8,0.0,0.0
onde-onde,252,4.3,8.2,38.1,2.1,17.1
ayam_goreng,237,25.0,13.9,0.0,0.0,0.0
cumi-cumi,95,14.5,1.4,2.9,0.0,0.0
bayam,23,3.0,0.4,3.5,2.3,0.4
daging_sapi,252,24.6,16.1,0.0,0.0,0.0
jeruk,50,0.9,0.1,11.4,2.2,8.7
telur_rebus,163,13.5,11.6,1.0,0.0,0.6
nasi_goreng,355,7.5,12.7,46.4,2.2,3.0
anggur,69,0.7,0.2,18.6,0.8,13.6
kroket,200,7.7,10.7,17.7,1.9,1.6
popcorn,408,14.1,5.3,77.3,14.5,0.8
kentang_goreng,315,3.2,15.3,41.6,4.0,0.3
lumpia,176,6.4,7.3,21.3,1.9,2.7
martabak_telur,284,14.0,15.4,23.4,1.9,1.9
telur_rebus,161,12.8,12.0,1.0,0.0,0.6
es_krim,202,3.5,10.0,24.5,0.6,19.1
yogurt,56,3.2,0.4,11.4,0.0,11.5
edamame,127,10.8,4.7,9.6,5.5,1.9
batagor,204,10.0,8.8,19.6,1.2,2.0
risoles,218,7.9,11.9,22.9,1.4,2.1
jeruk,48,1.0,0.1,11.7,2.3,8.1
daging_sapi,264,28.1,13.9,0.0,0.0,0.0
apel,49,0.3,0.2,15.2,2.2,10.8
kopi,2,0.3,0.0,0.0,0.0,0.0
kue_lapis,258,5.3,7.2,46.1,1.1,24.2
ayam_panggang,168,29.0,3.9,0.0,0.0,0.0
ayam_panggang,154,33.9,3.7,0.0,0.0,0.0
roti_gandum,242,12.0,3.4,43.0,7.6,3.9
jagung,98,3.7,1.6,19.4,2.4,5.5
nasi_putih,142,2.6,0.3,29.9,0.4,0.1
kangkung,21,2.5,0.3,3.1,1.9,0.5
hotdog,277,9.5,18.5,20.7,1.0,3.8
ikan_bakar,160,26.0,6.7,0.0,0.0,0.0
martabak_manis,377,8.1,16.7,46.1,1.5,28.3
kepiting,90,20.6,1.4,0.0,0.0,0.0
selai,295,0.4,0.1,70.9,1.0,53.9
timun,15,0.7,0.1,3.9,0.5,1.6
kacang_hijau,378,25.4,1.2,62.4,15.7,6.4
pecel_lele,280,18.6,19.4,11.6,2.1,1.5
telur_rebus,149,11.8,11.0,1.1,0.0,0.6
popcorn,415,12.2,5.4,72.8,14.4,0.9
strawberry,35,0.7,0.3,7.4,1.9,5.4
ayam_panggang,161,29.6,3.8,0.0,0.0,0.0
cumi-cumi,94,15.3,1.5,3.4,0.0,0.0
coklat,581,5.3,32.6,58.6,6.7,52.2
kacang_tanah,550,25.6,46.0,14.8,8.3,4.2
pizza,249,10.8,10.2,32.8,2.2,3.3
soto_ayam,156,14.3,6.5,14.1,1.3,1.9
sambal_goreng,151,6.4,10.4,9.7,2.0,3.1
roti_gandum,251,13.0,3.2,43.0,7.5,4.2
ikan_salmon,189,21.1,12.8,0.0,0.0,0.0
pecel_lele,263,20.8,19.2,11.6,1.9,1.6
daging_kambing,218,28.9,13.4,0.0,0.0,0.0
tumis_kangkung,60,3.2,2.5,6.2,2.3,1.0
perkedel,181,4.6,9.4,15.9,2.0,0.9
keju,440,26.9,34.3,1.3,0.0,0.5
ayam_panggang,153,32.3,3.4,0.0,0.0,0.0
martabak_manis,424,7.4,17.1,50.2,1.4,30.2
keripik,552,6.9,37.7,53.3,4.2,1.0
nasi_putih,120,2.6,0.3,25.9,0.4,0.1
kopi,2,0.3,0.0,0.0,0.0,0.0
susu,99,7.2,2.4,12.5,0.0,12.0
strawberry,29,0.7,0.3,7.5,1.9,5.0
brokoli,50,3.8,0.6,10.3,3.7,1.7
sayur_asem,66,2.5,1.5,11.7,2.8,4.0
gula_pasir,407,0.0,0.0,95.6,0.0,108.8
tahu_goreng,139,12.7,8.7,4.9,2.3,0.8
pisang,91,1.2,0.3,24.5,2.5,13.1
daging_kambing,245,25.2,13.7,0.0,0.0,0.0
telur_rebus,169,12.6,10.6,1.1,0.0,0.6
keju,410,26.1,30.7,1.3,0.0,0.5
kroket,200,6.4,10.1,18.7,1.9,1.6
mentega,672,0.9,78.4,0.1,0.0,0.1
sayur_asem,64,2.7,1.4,12.3,3.0,3.9
pisang,82,1.0,0.3,23.2,2.8,12.3
popcorn,367,13.4,4.7,83.9,13.6,0.9
jus_apel,50,0.1,0.1,10.1,0.2,9.7
minuman_bersoda,40,0.0,0.0,11.3,0.0,11.9
es_krim,215,3.8,11.7,24.2,0.8,22.8
es_krim,190,3.8,10.4,23.5,0.7,20.7
selai,287,0.4,0.1,62.7,1.0,48.1
pastel,246,7.5,13.6,26.7,2.2,1.8
klepon,148,2.0,4.3,27.5,1.4,14.8
tempe_goreng,211,18.7,10.1,9.5,4.7,1.5
sandwich,277,14.6,10.1,38.1,3.1,5.1
sosis,284,12.0,26.7,1.8,0.0,1.4
sawi,13,1.6,0.2,2.2,1.0,1.3
es_krim,211,3.6,11.4,22.7,0.8,20.5
brokoli,58,3.8,0.6,11.7,4.1,1.7
martabak_telur,284,14.7,17.3,26.9,1.9,2.0
nasi_putih,124,2.6,0.3,28.3,0.4,0.1
brokoli,59,3.6,0.6,11.9,3.5,1.6
nasi_putih,134,2.8,0.3,25.8,0.4,0.1
hotdog,296,9.5,16.6,24.0,1.0,3.7
susu_kedelai,50,3.4,2.0,5.7,0.5,4.1
roti_gandum,230,13.4,3.2,43.3,6.5,4.3
gado-gado,183,7.9,12.9,16.4,3.9,5.6
minyak_goreng,882,0.0,94.5,0.0,0.0,0.0
tempe_goreng,207,18.5,11.5,8.9,4.7,1.6
mie_ayam,303,10.9,8.1,48.3,1.9,2.9
teh,1,0.0,0.0,0.3,0.0,0.0
cumi-cumi,83,14.9,1.4,3.0,0.0,0.0
coklat,540,5.4,33.8,66.8,7.4,46.1
keju,426,23.2,35.5,1.2,0.0,0.5
es_krim,214,3.3,10.0,25.4,0.7,19.2
ikan_tuna,146,21.8,5.2,0.0,0.0,0.0
yogurt,63,3.2,0.4,10.0,0.0,10.5
tumis_kangkung,58,3.2,2.7,5.7,2.4,1.1
perkedel,162,5.0,9.5,18.4,2.0,1.0
timun,17,0.7,0.1,3.7,0.5,1.8
perkedel,182,5.1,8.9,18.1,2.1,1.0
sawi,12,1.6,0.2,2.4,1.1,1.3
lemper,188,4.8,7.3,25.9,1.2,0.9
ayam_goreng,254,25.8,15.4,0.0,0.0,0.0
gula_pasir,351,0.0,0.0,104.3,0.0,102.0
nugget,277,13.1,18.9,21.1,1.3,1.4
sandwich,301,15.3,11.3,39.5,3.0,5.2
pecel_lele,290,18.7,17.3,10.9,2.2,1.4
burger,296,18.2,14.9,25.5,1.4,4.1
yogurt,60,3.3,0.4,11.7,0.0,10.7
donat,432,5.5,24.5,46.3,1.4,27.8
perkedel,168,5.0,8.7,17.7,1.9,0.9
nasi_merah,102,2.3,0.8,25.3,1.8,0.3
tahu_goreng,133,11.1,9.8,5.3,2.5,0.8
strawberry,34,0.7,0.3,8.6,1.9,4.7
mangga,61,0.8,0.4,14.5,1.7,14.9
risoles,226,8.7,12.9,25.2,1.5,2.2
minuman_bersoda,43,0.0,0.0,10.2,0.0,11.9
bakso,220,17.9,11.9,8.6,0.5,2.1
ayam_goreng,241,25.3,14.1,0.0,0.0,0.0
pepaya,39,0.5,0.3,11.4,1.6,8.6
madu,297,0.3,0.0,82.9,0.2,87.7
pecel_lele,282,19.6,18.9,12.3,2.0,1.4
nasi_putih,143,2.9,0.3,30.3,0.4,0.1
opor_ayam,299,22.0,21.4,5.4,1.0,2.2
kue_kering,551,6.3,26.0,69.8,1.9,28.1
ikan_salmon,225,21.3,13.8,0.0,0.0,0.0
pepaya,45,0.5,0.3,11.2,1.7,7.9
pecel_lele,280,19.6,17.8,11.1,2.0,1.6
edamame,122,11.4,5.3,9.7,5.4,2.0
donat,485,4.6,24.3,52.2,1.4,26.8
ubi_jalar,82,1.6,0.1,19.5,3.2,3.9
mentega,727,0.9,75.9,0.1,0.0,0.1
keripik,566,6.8,35.6,54.6,4.7,1.0
lumpia,176,5.5,7.4,20.5,2.1,3.0
tomat,18,0.9,0.2,3.7,1.2,2.6
bakso,213,19.3,11.5,7.8,0.5,1.9
sambal_goreng,138,5.8,10.3,9.8,2.0,2.8
jagung,93,3.1,1.5,19.0,2.3,4.6
burger,294,15.7,14.8,26.0,1.5,4.4
hotdog,304,10.8,19.6,21.5,0.9,3.8
daging_sapi,257,24.8,14.4,0.0,0.0,0.0
keripik,581,6.0,36.3,46.4,4.5,1.0
daging_sapi,232,23.4,13.7,0.0,0.0,0.0
kacang_tanah,521,25.5,50.3,16.7,9.1,3.9
roti_gandum,266,13.4,3.3,37.6,7.3,3.9
keju,386,23.7,35.6,1.3,0.0,0.5
ikan_salmon,207,21.6,12.0,0.0,0.0,0.0
air_kelapa,19,0.7,0.2,4.0,1.2,2.6
nasi_merah,107,2.3,0.8,22.9,1.8,0.3
ikan_salmon,215,20.4,12.5,0.0,0.0,0.0
kacang_hijau,366,25.3,1.1,57.5,17.2,7.3
martabak_telur,278,13.3,15.3,25.9,2.1,2.2
nugget,316,13.4,16.7,18.1,1.3,1.5
nugget,297,13.1,16.6,20.6,1.1,1.6
bakso,203,16.3,10.3,8.2,0.5,2.0
pepaya,45,0.5,0.3,10.8,1.5,8.0
kue_lapis,273,5.0,7.8,46.5,1.1,26.2
gado-gado,177,8.0,12.3,15.5,3.7,6.2
rendang,467,20.9,39.4,4.6,1.0,1.9
minuman_bersoda,40,0.0,0.0,11.8,0.0,11.3
mentega,720,1.0,81.7,0.1,0.0,0.1
minuman_bersoda,38,0.0,0.0,11.8,0.0,10.1
sate_ayam,217,25.7,8.2,3.0,0.3,1.9
cumi-cumi,90,15.5,1.4,3.2,0.0,0.0
apel,57,0.3,0.2,14.3,2.2,10.8
sate_ayam,205,29.7,8.1,2.8,0.3,2.0
kue_lapis,291,5.4,7.9,46.7,1.0,26.2
tempe_goreng,187,17.3,10.8,8.3,4.2,1.5
onde-onde,225,4.4,9.5,38.0,2.0,17.6
pecel_lele,304,18.4,18.7,11.6,2.0,1.4
kangkung,17,2.4,0.3,3.1,2.0,0.5
alpukat,169,2.0,14.9,9.8,6.6,0.8
mentega,716,0.9,85.5,0.1,0.0,0.1
opor_ayam,302,23.1,22.9,6.4,1.0,2.1
keju,414,27.2,34.3,1.2,0.0,0.5
sayur_asem,69,2.3,1.5,11.5,3.3,4.0
pempek,232,12.0,7.8,28.9,0.9,2.8
ubi_jalar,94,1.7,0.1,18.7,3.1,4.3
opor_ayam,290,23.5,20.7,6.4,1.0,1.9
gula_pasir,361,0.0,0.0,95.2,0.0,97.1
mie_ayam,276,13.0,8.2,44.5,2.1,3.0
onde-onde,250,4.1,9.4,40.6,1.9,19.1
lemper,172,5.4,7.6,26.0,1.3,1.0
keju,376,27.2,33.6,1.3,0.0,0.5
timun,14,0.6,0.1,3.4,0.5,1.8
sate_ayam,213,26.6,8.1,2.9,0.3,2.2
keripik,534,7.0,35.1,48.0,4.6,1.0
donat,489,4.5,23.9,50.0,1.3,28.5
soto_ayam,177,15.4,5.7,13.4,1.1,2.1
capcay,80,4.0,2.9,12.5,2.9,5.1
onde-onde,259,4.4,8.2,39.7,1.9,18.5
kacang_merah,361,20.9,1.0,55.3,15.1,2.1
udang,106,21.8,0.3,0.2,0.0,0.0
opor_ayam,328,22.1,22.4,6.5,1.1,2.0
udang,93,24.1,0.3,0.2,0.0,0.0
tempe_goreng,179,18.6,10.4,8.3,4.9,1.5
bakso,206,19.5,11.1,7.7,0.5,2.1
jagung,98,3.5,1.4,19.1,2.5,5.0
udang,94,23.7,0.3,0.2,0.0,0.0
nasi_merah,123,2.5,0.8,23.4,1.8,0.3
klepon,171,2.0,4.0,25.4,1.6,14.4
daging_kambing,244,25.7,13.0,0.0,0.0,0.0
mentega,735,0.9,74.2,0.1,0.0,0.1
ubi_jalar,88,1.7,0.1,18.3,3.2,3.7
gula_pasir,374,0.0,0.0,90.0,0.0,93.6
tomat,19,0.9,0.2,3.6,1.2,2.6
ikan_bakar,171,26.4,7.5,0.0,0.0,0.0
selai,289,0.4,0.1,75.4,1.1,53.8
kangkung,17,2.6,0.3,2.8,1.9,0.5
kangkung,18,2.5,0.3,2.9,2.0,0.5
martabak_manis,400,7.3,19.7,46.9,1.4,27.8
edamame,114,10.5,5.0,9.6,5.1,2.2
ikan_bakar,159,27.6,6.9,0.0,0.0,0.0
kue_kering,490,6.3,25.6,62.7,2.2,30.1
martabak_manis,392,7.5,19.4,49.2,1.5,27.8
kacang_tanah,616,27.6,46.6,15.3,8.9,3.7
es_krim,187,3.8,11.2,26.2,0.7,22.7
nasi_goreng,306,8.2,12.5,44.2,2.1,2.8
kue_kering,524,5.5,23.9,61.8,1.9,27.1
kentang,74,2.2,0.1,16.2,2.1,0.8
pastel,253,7.2,14.1,26.8,2.2,2.1
air_kelapa,18,0.7,0.2,3.6,1.1,2.5
minyak_goreng,888,0.0,91.1,0.0,0.0,0.0
nasi_putih,136,2.6,0.3,27.6,0.4,0.1
batagor,172,10.2,9.7,16.4,1.2,2.0
batagor,196,9.0,9.1,18.1,1.2,2.1
puding,134,2.8,2.7,24.0,0.5,20.6
kopi,2,0.3,0.0,0.0,0.0,0.0
selai,266,0.4,0.1,67.5,1.0,48.9
popcorn,412,13.7,5.1,71.3,13.7,0.9
tomat,17,0.9,0.2,4.2,1.3,2.8
tomat,17,1.0,0.2,4.0,1.2,2.8
daging_kambing,224,29.0,14.2,0.0,0.0,0.0
sate_ayam,184,27.8,8.7,2.8,0.3,2.0
daging_kambing,212,26.4,12.1,0.0,0.0,0.0
jus_jeruk,49,0.7,0.2,10.3,0.2,8.2
risoles,221,8.7,12.3,21.1,1.6,2.0
sosis,323,13.8,28.1,2.1,0.0,1.5
klepon,166,2.0,4.1,27.8,1.4,15.3
donat,486,5.3,22.5,46.7,1.3,27.3
sate_ayam,199,27.6,8.1,2.8,0.3,1.9
kacang_tanah,540,26.1,47.5,15.1,9.3,4.3
risoles,253,7.4,12.2,22.7,1.5,2.0
coklat,508,4.7,28.2,66.5,6.7,47.9
ayam_goreng,248,26.0,16.2,0.0,0.0,0.0
gado-gado,204,7.5,12.3,15.1,3.9,5.5
nasi_goreng,339,8.7,13.0,51.8,2.0,2.9
pepaya,41,0.5,0.3,10.3,1.7,8.2
nugget,301,13.7,16.8,19.1,1.1,1.5
kue_kering,527,6.6,25.2,66.9,2.0,28.8
wortel,41,0.9,0.2,9.7,2.7,4.7
mie_ayam,315,12.5,8.7,46.9,2.1,2.9
timun,15,0.7,0.1,3.7,0.5,1.8
mentega,675,0.8,76.4,0.1,0.0,0.1
nugget,279,14.2,16.3,19.3,1.3,1.4
semangka,33,0.6,0.2,8.2,0.4,5.9
semangka,28,0.6,0.2,8.6,0.4,5.6
minyak_goreng,964,0.0,108.5,0.0,0.0,0.0
gado-gado,186,7.9,12.4,14.0,4.0,5.5
pizza,288,11.1,10.0,33.0,2.3,3.7
gado-gado,194,8.7,12.9,15.6,4.2,6.1
roti_tawar,242,9.8,3.4,49.6,2.5,5.3
soto_ayam,164,14.7,6.3,13.2,1.1,2.2
gula_pasir,390,0.0,0.0,90.4,0.0,90.4
roti_gandum,236,12.6,3.2,39.7,6.8,4.2
ayam_goreng,270,25.7,16.2,0.0,0.0,0.0
batagor,177,10.3,9.2,19.6,1.2,2.1
puding,136,2.7,2.4,27.4,0.5,23.7
gado-gado,175,8.5,12.4,15.0,4.4,5.8
hotdog,282,9.2,18.2,22.7,0.9,4.1
sawi,13,1.6,0.2,2.4,0.9,1.2
strawberry,33,0.7,0.3,8.5,1.8,4.8
ikan_salmon,199,23.2,13.6,0.0,0.0,0.0
mie_ayam,280,12.4,8.2,48.1,1.9,3.3
udang,102,26.2,0.3,0.2,0.0,0.0
sandwich,312,15.2,11.7,34.5,3.1,4.9
daging_sapi,243,27.4,14.7,0.0,0.0,0.0
yogurt,56,3.4,0.4,11.6,0.0,11.5
susu,105,7.3,2.3,12.5,0.0,10.9
ikan_salmon,190,21.7,14.2,0.0,0.0,0.0
kepiting,99,18.1,1.3,0.0,0.0,0.0
sandwich,283,15.9,11.1,36.8,2.9,4.6
tempe_goreng,198,17.3,10.3,8.4,4.3,1.4
martabak_manis,373,8.3,17.7,51.0,1.5,26.5
klepon,157,2.0,4.1,25.2,1.6,14.4
opor_ayam,291,24.4,21.4,6.2,1.1,2.1
kacang_tanah,546,25.4,51.3,17.5,8.8,4.2
mie_ayam,282,12.6,8.4,46.4,2.1,3.0
kacang_hijau,343,22.8,1.3,61.1,16.8,7.2
semangka,27,0.6,0.2,7.6,0.4,6.1
sosis,325,12.2,29.0,2.0,0.0,1.5
air_kelapa,18,0.7,0.2,3.9,1.1,2.4
teh,1,0.0,0.0,0.3,0.0,0.0
alpukat,162,1.9,16.3,8.9,7.1,0.7
tomat,19,1.0,0.2,3.6,1.2,2.6
ikan_bakar,182,25.4,7.3,0.0,0.0,0.0
madu,289,0.3,0.0,83.9,0.2,78.2
popcorn,368,12.5,4.5,72.1,15.1,0.9
nasi_goreng,329,8.6,11.9,48.1,2.2,2.8
martabak_telur,271,12.9,14.7,23.2,1.9,2.1
susu,96,8.5,2.6,11.3,0.0,12.1
sosis,330,12.6,25.8,1.9,0.0,1.6
roti_gandum,230,12.4,3.6,39.4,7.6,3.9
kepiting,95,19.5,1.3,0.0,0.0,0.0
tempe_goreng,203,20.6,11.8,9.2,4.3,1.4
onde-onde,251,3.8,8.2,36.5,2.0,17.4
hotdog,306,10.8,17.8,22.7,0.9,4.2
jeruk,45,0.8,0.1,11.9,2.5,9.1
batagor,207,9.6,8.2,16.3,1.3,2.1
mie_ayam,326,12.4,8.4,48.3,1.8,2.7
melon,37,0.8,0.2,8.2,0.8,8.5
opor_ayam,284,23.8,22.7,6.3,1.0,1.9
strawberry,32,0.7,0.3,7.9,2.0,4.9
yogurt,60,3.7,0.4,11.6,0.0,11.3
edamame,111,12.0,5.4,10.3,5.3,1.8
jus_jeruk,49,0.7,0.2,10.2,0.2,7.7
jus_jeruk,46,0.7,0.2,10.1,0.2,8.5
telur_rebus,150,12.3,11.7,1.1,0.0,0.6
kroket,180,7.6,10.9,18.4,1.9,1.4
minuman_bersoda,39,0.0,0.0,10.7,0.0,10.9
telur_rebus,170,13.2,12.0,1.2,0.0,0.5
kacang_merah,311,24.7,1.1,56.6,15.8,2.1
mentega,723,1.0,79.3,0.1,0.0,0.1
jagung,102,3.5,1.6,19.3,2.4,5.5
nasi_putih,134,2.8,0.3,27.5,0.4,0.1
donat,489,5.5,24.2,53.6,1.5,25.7
mentega,712,0.9,86.9,0.1,0.0,0.1
gado-gado,198,7.8,12.9,14.5,4.3,5.9
susu,105,7.5,2.2,11.7,0.0,10.9
kacang_merah,305,21.9,1.0,64.5,14.5,1.9
sandwich,330,16.1,11.0,38.0,2.8,5.2
hotdog,318,10.4,18.3,23.6,1.1,3.8
pastel,259,6.8,14.9,28.7,2.0,2.1
mie_instan,394,10.7,14.0,47.9,2.6,2.9
jus_apel,43,0.1,0.1,9.9,0.2,9.7
gado-gado,190,7.3,10.9,15.6,3.9,6.3
nasi_putih,134,2.9,0.3,30.2,0.4,0.1
ikan_tuna,153,22.8,4.6,0.0,0.0,0.0
nugget,323,12.1,18.5,21.6,1.3,1.6
sandwich,291,14.8,11.3,36.9,2.7,5.5
semangka,30,0.6,0.2,7.9,0.4,5.6
sosis,311,11.7,26.0,1.8,0.0,1.5
perkedel,166,4.8,8.8,16.3,2.0,1.1
pepaya,45,0.5,0.3,11.7,1.6,8.6
onde-onde,263,4.3,9.1,34.4,2.0,18.9
kangkung,19,2.5,0.3,3.0,2.1,0.5
rendang,488,20.3,40.6,5.3,0.9,1.9
ayam_panggang,161,29.5,3.9,0.0,0.0,0.0
coklat,503,4.7,28.4,55.3,7.6,46.3
popcorn,414,11.8,5.1,75.8,15.2,0.8
tumis_kangkung,60,3.5,2.4,5.4,2.7,1.0
kroket,196,7.0,11.7,17.6,1.7,1.6
air_kelapa,18,0.7,0.2,3.9,1.2,2.8
timun,15,0.7,0.1,3.7,0.5,1.8
gado-gado,202,7.3,13.0,15.1,3.8,5.7
sayur_lodeh,131,4.3,7.4,10.6,2.5,2.9
bakso,219,16.2,10.3,7.8,0.5,1.8
udang,107,23.7,0.3,0.2,0.0,0.0
minuman_bersoda,38,0.0,0.0,12.0,0.0,11.2
kacang_hijau,344,25.9,1.2,58.5,14.6,7.3
klepon,143,1.9,3.9,28.9,1.4,16.0
nugget,306,12.3,18.9,20.0,1.1,1.6
timun,17,0.8,0.1,3.6,0.5,1.8
kacang_tanah,527,26.0,44.9,14.9,8.2,3.8
edamame,121,11.3,5.1,9.8,5.4,2.2
timun,14,0.7,0.1,3.6,0.5,1.8
kacang_tanah,591,28.1,50.6,16.8,8.2,4.2
jagung,88,3.3,1.6,20.5,2.3,5.0
alpukat,154,2.0,13.9,8.5,6.9,0.6
udang,90,26.3,0.3,0.2,0.0,0.0
brokoli,54,3.5,0.6,11.0,3.7,1.8
kepiting,97,21.7,1.3,0.0,0.0,0.0
puding,141,2.9,2.6,27.1,0.5,20.3
popcorn,379,13.0,4.8,77.9,15.0,0.9
pastel,251,6.8,15.0,27.0,1.9,2.0
roti_tawar,285,9.1,3.0,52.4,2.9,5.4
hotdog,296,10.4,17.4,20.2,1.0,4.4
ikan_tuna,153,23.1,4.7,0.0,0.0,0.0
yogurt,58,3.2,0.4,10.2,0.0,11.1
kacang_merah,335,25.1,1.0,61.2,14.2,2.1
sayur_lodeh,127,4.4,7.5,12.0,2.4,2.9
mentega,736,0.9,78.3,0.1,0.0,0.1
daging_sapi,264,26.9,16.2,0.0,0.0,0.0
anggur,65,0.7,0.2,18.5,0.8,15.1
onde-onde,264,4.2,8.9,38.6,1.9,17.6
mentega,755,1.0,79.3,0.1,0.0,0.1
popcorn,396,13.1,4.8,76.9,15.6,0.8
pecel_lele,279,18.8,19.7,12.1,1.8,1.5
daging_sapi,231,25.5,13.7,0.0,0.0,0.0
gado-gado,205,7.4,12.4,13.8,4.1,6.3
sayur_asem,61,2.4,1.5,11.7,2.8,3.6
mentega,655,1.0,84.2,0.1,0.0,0.1
ikan_tuna,143,21.0,4.8,0.0,0.0,0.0
daging_kambing,235,29.5,12.2,0.0,0.0,0.0
keju,386,27.4,34.5,1.4,0.0,0.5
kacang_merah,329,20.9,1.1,55.9,15.8,1.8
pastel,282,6.9,15.1,28.3,1.8,1.9
tempe_goreng,183,18.2,10.6,8.3,4.2,1.6
keju,394,23.2,30.2,1.4,0.0,0.5
edamame,116,10.8,5.4,9.5,5.1,2.1
daging_sapi,235,27.2,16.2,0.0,0.0,0.0
tomat,16,0.8,0.2,3.6,1.2,2.6
bakso,203,17.8,11.9,8.0,0.5,2.0
telur_rebus,156,12.4,10.8,1.2,0.0,0.7
kue_kering,455,6.1,21.6,67.2,1.9,27.4
batagor,200,9.9,8.6,18.5,1.1,1.9
pizza,242,10.3,10.0,33.6,2.4,3.6
daging_sapi,233,24.0,14.2,0.0,0.0,0.0
udang,107,24.3,0.3,0.2,0.0,0.0
sosis,275,12.8,25.4,2.1,0.0,1.5
ubi_jalar,82,1.7,0.1,19.0,2.7,3.8
ayam_panggang,153,33.0,3.5,0.0,0.0,0.0
anggur,66,0.6,0.2,16.6,0.9,16.3
mentega,683,0.9,81.2,0.1,0.0,0.1
kue_lapis,251,5.0,8.8,47.8,1.1,24.2
pastel,244,6.3,15.0,28.9,1.9,1.8
cumi-cumi,92,17.6,1.3,3.4,0.0,0.0
kepiting,97,19.1,1.3,0.0,0.0,0.0
strawberry,30,0.8,0.3,7.6,1.9,5.3
gado-gado,193,8.5,12.6,15.1,4.2,5.6
brokoli,60,3.7,0.6,12.1,3.7,1.7
keju,413,24.0,31.7,1.4,0.0,0.5
sate_ayam,204,27.0,7.8,3.0,0.3,2.2
kacang_tanah,555,23.9,52.2,17.3,8.9,4.3
tomat,17,0.9,0.2,3.5,1.3,2.7
brokoli,53,3.4,0.6,10.1,3.8,1.7
popcorn,365,12.8,4.5,74.9,14.4,1.0
ubi_jalar,81,1.6,0.1,21.8,2.9,4.0
pecel_lele,290,20.2,16.6,13.1,2.2,1.5
pepaya,39,0.5,0.3,12.0,1.8,8.0
jagung,96,3.1,1.6,21.5,2.3,5.1
tumis_kangkung,58,3.2,2.4,6.5,2.6,1.0
soto_ayam,177,14.2,6.0,11.8,1.3,1.8
keripik,499,6.8,34.1,46.5,4.7,1.0
martabak_telur,317,12.6,17.3,25.3,1.9,1.8
tempe_goreng,179,18.4,10.3,8.8,4.7,1.4
daging_kambing,233,27.4,14.3,0.0,0.0,0.0
pisang,91,1.2,0.3,23.5,2.5,11.4
kue_lapis,255,5.4,7.7,45.6,1.0,23.2
kroket,193,6.4,11.6,20.4,1.8,1.4
rendang,470,20.4,36.1,4.8,1.1,2.0
coklat,580,5.1,30.0,59.9,6.4,46.2
tempe_goreng,191,18.1,10.9,9.8,4.3,1.4
keju,368,27.4,33.0,1.2,0.0,0.5
tumis_kangkung,57,3.4,2.3,6.3,2.7,1.0
tahu_goreng,136,11.0,8.2,5.4,2.2,0.7
